LITHSTRATNO,GAUNITNO,GEOLCODE,PARENT_LITHSTRATNO,UNIT_NAME,sort,LEG_NAR,SUMARY_NAR,DIST_NAR,DERNAM_NAR,TYPESC_NAR,LITH_NAR,DEPENV_NAR,MIN_THICK,MAX_THICK,THICK_NAR,CONT_R_NAR,CURRENCY,STATUSNO,GEOLCOLOUR,COLOUR_CODE,MIXED_ROCKTYPE,RANKNO,OROGENY,AGE,CORREL_AGE,MAX_AGE,MAX_AGE_UN,MIN_AGE,MIN_AGE_UN,GEOCHR_NAR,CG_APPROVED,REL_PAR_AGE,EQV_REL_PAR,CHILD_HIER,EQV_CHILDH,PM_APPROVED,WorkflowStatus,TwoPointFiveMegMap,FiveHundredKiloMap,cbGeoTimeCode,cbStratigraphyCode,cbTectonicCode,TolTectonicID,TolOrderNo,TolEqvOrderNo,LastModifiedBy,LastModifiedDate,PublishDate,LegendNarrativeEdited,OneHundredKiloMap
4628,,P_-g-AI,1,Aileron Province granitic unit,1,Granitic rock,,,,,,,,,,,,8,,,,8,,,,1840,,1630,,,No,,,475,,No,Approved for DE,Yes,Yes,P_,,AI,108,9,,MIRSGSW,2.02E+13,,Yes,No
4914,,P_-xmd-mr-AI,1,Aileron Province metamorphic unit,1,Undivided metasedimentary and meta-igneous rocks,,,,,,,,,,,,8,,,Mixed,2,,,,2500,,1630,,,No,,,742,,No,Approved for DE,No,No,P_,,AI,108,11,,MIRSGSW,2.02E+13,,Yes,No
228,21103,P_-PBai-ggp,227,Airfield Granodiorite,1,"Medium- to coarse-grained, porphyritic biotite granodiorite and monzogranite",,"The Airfield Granodiorite is a heterogeneous, roughly triangular-shaped pluton, covering an area of about 100 km 2  south of the Springvale layered intrusion on McIntosh. It outcrops as rugged boulder-covered hills up to 100 m high.",,,"The Airfield Granodiorite has not been mapped in detail, and it may consist of two or more intrusive phases. Most of the unit consists of medium- to coarse-grained, variably porphyritic biotite granodiorite and monzogranite. Tonalite is a minor component.  The granodiorite typically has <10-15% phenocrysts of round microperthite up to 1.5 cm in diameter. Plagioclase crystals may contain mottled calcic cores with a sharp contact to normally zoned rims. The monzogranite contains abundant phenocrysts of round and tabular microcline up to 2 cm in diameter, which have numerous inclusions of quartz, biotite and plagioclase. Accessories include magnetite, zircon, apatite, and almandine garnet. Pervasive weak deformation and recrystallization is evident from fine-grained granular aggregates and granophyric intergrowths of quartz and feldspar, pseudomorphs of epidote after magnetite, and symplectites of muscovite and iron-oxides(?) around biotite margins.",,,,,"The Airfield Granodiorite has intruded the Marboo Formation south of M-3 Bore, but contacts between the Airfield Granodiorite and both the Springvale intrusion and Mussel Creek Granite are obscured by faulting or shearing. Fine- to medium-grained biotite tonalite to granodiorite of the Airfield Granodiorite has intruded the Top Water Tonalite 3-4 km south of M-2 Bore.",,17,,,,4,,,,1864,,1852,,,No,,,10,v,No,Approved for DE,No,No,P_,PBai,,,,,MIGSDAR,2.02E+13,,No,No
3767,31387,OS-DHa-kd,3768,Ajana Formation,1,Dolomite and minor siltstone; basal oxidized siltstone member containing minor medium-grained sandstone (subsurface only),"The Ajana Formation rests apparently conformably on the Boolagoorda Sandstone. It consists of a basal oxidised siltstone unit with lesser sandstone and dolomite, the Marron Member, overlain by grey sandy mudstone, laminated dolomitic mudstone, and wackestone, arranged in three major shoaling upwards cycles (Mory et al., 2003; Gorter et al., 1994). The shale intervals that dominate the Marron Member become progressively more dolomitic upwards. Each major shoaling cycle coarsens to ooid limestone and dolomite, with some sandstone and fragmentary fossil material. Gorter et al. noted some carbonate units in the middle part of the formation could be correlated between Tamala 1 and Quail 1, indicating extreme lateral persistence of stable conditions on a relatively fine scale. The Ajana Formation extends over most of the Gascoyne Platform, and thins away from a maximum in Dirk Hartog 17B.  Yasin and Mory (1999) suggested the Ajana Formation in Coburn 1 was deposited in marginal marine to non-marine playa lakes, with occasional marine incursions. The presence of dolomite and gypsum suggests evaporitic sabhkas rather than simply a lacustrine playa setting. Gorter et al. (1994) suggested marine influence increased upwards and towards the west and north. Each of the three major shoaling cycles within the formation may be a transgressive episode, culminating in higher energy marine conditions after lower energy restricted marine or non-marine deposition.  The Ajana Formation spans late Late Ordovician to late early Silurian (Llandovery, Telychian), based on conodont faunas from wells in the Shark Bay region.","The Ajana Formation extends over most of the Gascoyne Platform, and thins away from a maximum in Dirk Hartog 17B, although the exact thickness of that intersection is uncertain - Iasky and Mory (1999) specified a top at 970 m, but accompanying figures show it at about 1030 m, Gorter et al. (1994) gave 983 m, and the well completion report gave 1158 m as the top of the equivalent 'Unit C'. Iasky and Mory (1999, Appendix 4) identified complete intersections as follows: BHP ND 1, 223 - 302 m; BHP ND 2, 300 - 395.6 m; Coburn 1, 853 - 974 m; Dirk Hartog 17B, 970 - 1405 m; Hamelin Pool 1, 1289 - 1558 m; Tamala 1, 867 - 1118 m (plotted incorrectly at about 920 - 1118 m); Wandagee 1, 587 - 944 m; and Yaringa 1, 1300 - 1526 m (plotted correctly as 1271 - 1526 m). Incomplete intersections are in Hamelin Pool 2 (1178 - 1219 m TD), Kalbarri 1 (182 - 272 m, eroded top), and Pendock 1 (2286 - 2501 m TD). The thicknesses and depth picks given by Gorter et al. (1994) differ from these in some wells. ","Gorter et al. (1994) named and defined the Ajana Formation, after the Ajana Ridge, a northwards continuation of the Northampton Inlier. The Ajana Ridge was named after the village of Ajana, on the road to Kalbarri from the North West Coastal Highway. Gorter et al. nominated a type section in Yaringa 1 between 1271 and 1526 m, following Henderson and Shannon's (1966) boundaries for 'Unit A' of their Dirk Hartog Limestone and Playford et al's boundaries for the Yaringa Evaporite Member and Dirk Hartog Formation.",,"The most comprehensive description of the lithology is by Gorter et al. (1994). The Ajana Formation consists of a basal oxidised siltstone unit with lesser sandstone and dolomite, the Marron Member (Unit D of Henderson and Shannon, 1966), overlain by grey sandy mudstone, laminated dolomitic mudstone, and wackestone, arranged in three major shoaling upwards cycles (Mory et al., 2003; Gorter et al., 1994). The shale intervals that dominate the Marron Member become progressively more dolomitic upwards. Each major shoaling cycle coarsens to ooid limestone and dolomite, with some sandstone and fragmentary fossil material. Gorter et al. noted some carbonate units in the middle part of the formation could be correlated between Tamala 1 and Quail 1, indicating extreme lateral persistence of stable conditions on a relatively fine scale.   "," Yasin and Mory (1999) suggested the Ajana Formation in Coburn 1 was deposited in marginal marine to non-marine playa lakes, with occasional marine incursions indicated by the presence of acritarchs. The presence of dolomite and gypsum suggests evaporitic sabhkas rather than simply a lacustrine playa setting. Gorter et al. (1994) suggested marine influence increased upwards and towards the west and north - they noted a darker, grey to black colour in Dirk Hartog 17B, Quail 1 and Wandagee 1, and ooid shoals are present in the upper part of the unit. Each of the three major shoaling cycles within the formation may be a transgressive episode, culminating in higher energy marine conditions after lower energy restricted marine or non-marine deposition. ",,435,,,,17,,,,4,,,,449.5,,433.4,,"Gorter et al. (1994) and Mory et al. (1998) reviewed the possible age of the Ajana Formation, and considered that its age spans late Late Ordovician to late early Silurian (Llandovery, Telychian), based on conodont faunas from wells in the Shark Bay region. ",No,,,3,,No,DE in Progress,No,No,OS,DHa,,,,,MIGSDRH,2.02E+13,,No,No
417,24651,P_-AL-s,1,Albert Edward Group,1,"Siltstone, mudstone, dolostone, and conglomerate",,,,,,,,,,,,17,,,,2,,,,635,,541,,,No,,,42,,No,Approved for DE,Yes,Yes,P_,AL,,58,1,,MIGMBCP,2.02E+13,,No,No
815,39599,P_-WKal-o,797,Alcurra Dolerite,1,"Dolerite in dykes, sills, or plugs, with olivine gabbro, olivine norite, ferronorite, and ferrodiorite","The Alcurra Dolerite comprises basic and lesser intermediate intrusions formed at a late stage of the Giles Event, which occur as small bodies and dykes typically emplaced near the margins of, or peripheral to, older layered mafic intrusions (P_-WKG), and massive gabbro and co-mingled gabbro-granite intrusions (P_-WKH), of the Warakurna Supersuite. This suite is recognized on the BLACKSTONE, HOLT, FINLAYSON, and COOPER map sheets. Although previously coded P_-WKg3-, Howard et al. (2009) demonstrated a close geochemical and geochronological link between these small bodies and dykes, the dykes that form the Alcurra Dolerite dyke swarm, and the gabbros that host the orthomagmatic nickel-copper mineralization at the Nebo-Babel deposit south of the Jameson Range (COOPER). Accordingly, these authors grouped all of these rocks into a newly defined Alcurra Dolerite, subsequently recoded P_-WKal- (Howard et al., 2009). The unit typically includes fine- to medium-grained olivine gabbro, olivine norite, ferronorite, and ferrodiorite, and is commonly characterized by a  dual texture , comprising a porous framework of coarse-grained crystals, and a finer-grained and locally granophyric-textured matrix. Contact relationships broadly constrain the emplacement age of this unit to between c. 1073 and c. 1026 Ma, but direct dating of these intrusions indicates a narrower intrusive period, around c. 1067 Ma.","The basic and lesser intermediate intrusions of the Alcurra Dolerite, formed at a late stage of the Giles Event (P_-WKal-o), are found in the Blackstone syncline immediately south of the Blackstone Range (BLACKSTONE), where small, subvolcanic intrusions occur within slightly older volcanic and volcaniclastic rocks of the Tollu Group. They also occur on HOLT and FINLAYSON, where they form small intrusions and dykes typically emplaced near the margins of, or peripheral to, the older layered mafic intrusions of the Warakurna Supersuite. A series of northeast-trending, coarse-grained ferrogabbro dykes belonging to the Alcurra Dolerite crosscuts the northwest part of the layered Jameson intrusion; some of these dykes show extensive copper-staining (e.g. GSWA 194405; WAROX site PMEMUG001109: MGA 357797E 7161020N). Throughout parts of BLACKSTONE and COOPER, the presence of these basic to intermediate intrusions under regolith cover can be inferred based on the coincidence of a high TMI and gravity response.","The name is derived from Alcurra Creek in northern South Australia (Edgoose et al., 2004).",,"The basic and lesser intermediate intrusions of the Alcurra Dolerite, formed at a late stage of the Giles Event (P_-WKal-o), typically include fine- to medium-grained olivine gabbro, olivine norite, ferronorite, and ferrodiorite. They are commonly characterized by a  dual texture , comprising a porous framework of coarse-grained crystals (mainly euhedral to acicular plagioclase), enclosing a mineralogically identical (except for the presence of accessory quartz in granophyric intergrowths) and locally granophyric-textured, fine-grained assemblage in interstitial pockets and veins (interstitial liquid). In places, fine-grained rocks containing euhedral plagioclase phenocrysts are found, which represent rocks crystallized from the interstitial liquid that was more or less free of the components that formed the coarse-grained crystal framework.  The rocks are typified by evolved and Fe-rich tholeiitic compositions, resulting in physical properties such as a strong TMI response and high specific gravity.",,,,,"In the Blackstone syncline (BLACKSTONE), basic to intermediate intrusions of the Alcurra Dolerite have intruded into the layered, mafic, Giles intrusions (Blackstone intrusion: P_-WKG), and also the volcanic, volcaniclastic, and clastic rocks of the Kunmarnara and Tollu Groups. To the west-northwest on FINLAYSON, the marginal zones of the layered, mafic, Jameson intrusion have also been intruded by sills and northeast-trending dykes of Alcurra ferronorite. On HOLT and FINLAYSON, these late intrusions form small bodies and dykes typically emplaced near the margins of, or peripheral to, the older layered mafic Warakurna Supersuite intrusions, presumably utilizing layering and intrusion - country rock contacts as planes of weakness. The series of northeast-trending, coarse-grained ferrogabbro dykes that crosscut the layered Jameson intrusion, and that also occur throughout the northern parts of COOPER, utilized fractures and faults related to movements likely as early as the Musgrave Orogeny.",,17,,,,4,,,,1068,4,1067,8,"Contact relationships broadly constrain the emplacement age of the Alcurra Dolerite intrusions to between c. 1075 Ma, the minimum age of the layered and massive mafic intrusions of the Warakurna Supersuite (i.e. P_-WKG and P_-WKH), and c. 1026 Ma, the age of the youngest component &mdash; likely a subvolcanic sill &mdash; of the Tollu Group (Smithies et al., 2009; Kirkland et al., 2010). However, two Alcurra Dolerite intrusions have also been directly dated: a granophyric-textured ferrogabbro-ferronorite (GSWA 194354) that intrudes the northwestern part of the Jameson layered intrusion (MGA 354869E 7163642N) was dated at 1067 Â± 8 Ma (Howard et al., 2009; Kirkland et al., 2009); and Seat (2008) reported an age of 1068 Â± 4 Ma from an intrusion in the northern part of COOPER.",No,,,6,,No,Submitted,Yes,Yes,P_,WKal,,,,,MIGSDAR,2.02E+13,2.02E+13,Yes,No
4427,25758,J-_ax-ss,3456,Alexander Formation,1,"Fine- to medium-grained sandstone, mudstone",,,,,,,,,,,,17,,,,4,,,,163.5,,152.1,,,No,,,2,,No,Approved for DE,No,Yes,J,_ax,,,,,MIGSDRH,2.01E+13,,No,No
3794,271,K-WNa-sll,1662,Alinga Formation,1,Glauconitic clayey siltstone and silty claystone; lesser greensand,,,,,,,,,,,,17,,,,4,,,,113,,89.8,,,No,,,2,b,No,Approved for DE,No,No,K,WNa,,,,,MIGSDAR,2.01E+13,,No,No
4081,23326,P-CLa-szh,4078,Allanson Sandstone,1,"Poorly sorted feldspathic sandstone; lesser pebble conglomerate, siltstone, carbonaceous; local coal",,,,,,,,,,,,17,,,,4,,,,290.1,,283.5,,,No,,,3,,No,Approved for DE,No,Yes,P,CLa,,,,,MIGSDAR,2.01E+13,,No,No
5176,,P_-b-NA,1,Amadeus Basin mafic unit,1,"Mafic rock within the Amadeus Basin; unexposed, interpreted from geophysical data","Informal unit P_-b-NA is a subsurface component of the Western Australian (WA) Amadeus Basin inferred from geophysical data. Its geophysical properties (high magnetic and gravity response) suggest a tabular mafic body such as a flow (or sill) of basalt (or dolerite). It is only represented on the MACDONALD geological map cross section. The unit is inferred to be associated with (interbedded or intrudes) the Bitter Springs Group. The age is uncertain; if a flow it is likely of Tonian age and possibly related to basalt flows in the upper Bitter Springs Group (Johnnys Creek Formation) in the northeastern Amadeus Basin in the Northern Territory (NT), but could be younger if a sill.  ",East-central MACDONALD 1:250 000 scale map sheet area of the WA Amadeus Basin. It is only represented on the MACDONALD geological map cross section.,Not a formal lithostratigraphic unit.,,Informal unit P_-b-NA is not exposed and thus its lithology is inferred only from its geophysical expression (high magnetic and gravity response). It is inferred to be a mafic igneous flow (or sill) of basalt (or dolerite).,,,,,,,8,,,,2,,,,1000,,541,,"The age of informal unit P_-b-NA is uncertain. If it is a flow it is likely of Tonian age and possibly related to basalt flows in the upper Bitter Springs Group (Johnnys Creek Formation) in the northeastern Amadeus Basin in the NT, but it could be younger if a sill. Due to uncertainties, a broad Neoproterozoic age applied.",No,,,781,,No,Approved for DE,No,No,P_,,NA,86,11,,MIGSDPH,2.02E+13,,Yes,No
308,34450,P_-_am-xmg-md,1,Amhurst Metamorphics,1,Granitic gneiss and metasedimentary rock,,,,,,,,,,,,17,,,Mixed,4,,,,1872,,1860,,,No,,,24,,No,Approved for DE,Yes,Yes,P_,_am,,40,16,,MIGSDDM,2.02E+13,,No,No
4428,25762,C-_an-ss,1,Anderson Formation,1,"Sandstone, siltstone, shale",,,,,,,,,,,,17,,,,4,,,,352,8,330.9,,,No,,,668,,No,Approved for DE,No,No,C,_an,,21,13,,MIGSDRH,2.02E+13,,No,No
4254,31682,A-OPan-xo-a,4243,Andover Intrusion,1,"Gabbro, leucogabbro, serpentinized peridotite and dunite, pyroxenite, and minor anorthosite; metamorphosed",,,,,,,,,,,,17,,,Mixed,4,,,,3020,,3012,,,No,,,2,,No,Approved for DE,No,Yes,A,OPan,,,,,MIGSDAR,2.02E+13,,No,No
475,79060,P_E-_ag-sg,1576,Angas Hills Formation,1,Interbedded conglomerate and sandstone; minor mudstone,"The Angas Hills Formation (Blake and Towner, 1974; Blake, 1977; Haines et al., 2015, 2016) consists of interbedded pebble and cobble conglomerate, sandstone, pebbly sandstone, with minor mudstone, deposited in a mainly fluvial environment. The unit is restricted to northern outliers of the Amadeus Basin on the southern WEBB 1:250 000 scale map sheet in Western Australia. Detrital zircon age spectra, lithofacies and paleocurrent data suggest that the sediment was derived from the Musgrave region in response to uplift during the 580-520 Ma Petermann Orogeny, i.e. a late Ediacaran to early Cambrian age is considered most likely.   ","Known outcrops of the Angas Hills Formation are restricted to the southern half of the WEBB 1:250 000 scale map sheet area in WA, most notably around the Angas Hills. The unit is restricted to outliers of the Amadeus Basin lying within basement of the Arunta Orogen.","The name of the Angas Hills Formation is derived from Angas Hills (latitude 22&deg; 52  S, longitude 128&deg; 9  E) on the WEBB 1:250 000 map sheet area. Originally named Angas Hills beds (Blake and Towner, 1974; Blake, 1977). The name was changed to Angas Hills Formation and formallized by Haines et al. (2015). The type section is the reference section nominated by Blake and Towner (1974): A cliff section 36 m high in the eastern Angas Hills, 12 km NE of Mount Webb (latitude 22&deg; 51' 00&quot;S, longitude 128&deg; 12' 30&quot;E); this site exposes about 36 m of section with strata dipping 10&deg; west. Based on the description in Towner and Blake (1974) the basal 12 m at the type section consists of coarse pebble conglomerate with some thin lenses and layers of clayey sandstone. The conglomerate is overlain by 24 m of partly pebbly cross-bedded sandstone, in the middle of which there are some interbeds of maroon mudstone about 10 cm thick.",,"The Angas Hills Formation consists of interbedded pebble and cobble conglomerate, sandstone and pebbly sandstone, with minor mudstone. Pebble and cobble clasts are typically well rounded and are mainly of sedimentary or metasedimentary lithologies including quartzite, sandstone, metasandstone and chert, with minor vein quartz. Carbonate clasts were identified locally. The clayey sandstone matrix is friable and some exposures are limited to loose rounded pebbles and cobbles. Sandstone and mudstone are typically reddish-brown in colour due to iron oxides. Sandstones may be quartz-rich, but also contain a lithic content and clay matrix. Cross-beds are common in sandstone facies while mudstone is typically finely laminated. The lithology at the 36 m thick type section (latitude 22&deg; 51' 00&quot;S, longitude 128&deg; 12' 30&quot;E) is described by  Towner and Blake (1974): the basal 12 m at the type section consists of coarse pebble conglomerate with some thin lenses and layers of clayey sandstone. The conglomerate is overlain by 24 m of partly pebbly cross-bedded sandstone, in the middle of which there are some interbeds of maroon mudstone about 10 cm thick.","The Angas Hills Formation was deposited in a mainly fluvial environment based on sedimentary facies. Paleocurrent data indicates flow from the southwest to northeast. Detrital zircon age data indicates derivation of the sandy component largely from the Musgrave region, consistent with deposition during the Petermann Orogeny. The laminated mudstones possibly represent local lacustrine facies.",,,,"The Angas Hills Formation unconformably overlies various units of the Arunta Orogen, Heavitree Formation and probably Bitter Springs Group (Blake and Towner, 1974). The top of the unit is eroded, being only overlain by Cenozoic regolith units.",,17,,,,4,,,,580,,520,,"One sample of sandstone from the Angas Hills Formation (GSWA sample 143741) has been analysed by detrital zircon geochronology. Two analyses of the youngest detrital zircon yield a weighted mean 207-corrected  238 U/ 206 Pb* date of 781 Â± 24 Ma (2&sigma;, MSWD = 1.2), providing a maximum depositional age for the sample (Wingate et al., 2013; Haines et al., 2015, 2016). This is significantly older than the inferred age of late Ediacaran to early Cambrian based on the detrital zircon age spectra, lithofacies and paleocurrent data which suggest the sediment was derived from the Musgrave region in response to uplift during the 580-520 Ma Petermann Orogeny (Haines et al., 2015, 2016). The unit was previously inferred to be of late Paleozoic age by Blake and Towner (1974), but this is now considered unlikely. No fossils have been found in the unit.          ",No,,,5,,No,DE in Progress,No,Yes,P_E,_ag,,,,,MIGSDPH,2.02E+13,,No,No
4091,23335,J-_an-ss,3457,Angel Formation,1,"Pale grey sandstone; lesser siltstone, variably clayey",,,,,,,,,,,,17,,,,4,,,,166.1,,145,,,No,,,2,b,No,Approved for DE,No,No,J,_an,,,,,MIGSDRH,2.01E+13,,No,No
198,21138,P_-_kn-mgm,189,Angelo Microgranite,1,"Medium- to fine-grained, granophyric to granular metamonzogranite; foliated; locally disseminated malachite",,,,,,,,,,,,17,,,,5,,,,1841,,1841,,,No,,,1,a,No,Approved for DE,No,No,P_,_kn,,,,,MIGSDAR,2.01E+13,,No,No
3771,464,K-_an-st,3483,Anketell Formation,1,Fine-grained sandstone and siltstone; lesser coarse-grained sandstone and conglomerate,,,,,,,,,,,,17,,,,4,,,,145,,113,,,No,,,1,,No,Approved for DE,No,No,K,_an,,,,,MIGSDAR,2.02E+13,,No,No
4376,36842,A-_ab-fd,1,Annabelle Volcanics,1,Metamorphosed dacitic and andesitic volcaniclastic and volcanic rocks; minor basalt and rhyolite,,,,,,,,,,,,17,,,,4,,,,2958,4,2958,4,,No,,,580,,No,Approved for DE,Yes,Yes,A,_ab,,26,38,,MIGSDDM,2.02E+13,,No,No
63,74813,A-AN-xmg-o,1,Annean Supersuite,1,"Metagranite, and weakly metamorphosed layered maficâ€“ultramafic intrusions; granitic rocks commonly foliated",,,,,,,,,,,,17,,,Mixed,8,,,,2825,,2733,,,No,,,52,,No,Approved for DE,Yes,No,A,AN,,26,31,,MIGSDAR,2.02E+13,,No,No
2382,,A-WAma-saz,2384,Antarctic Creek Member,1,"Arenite and layered black, grey, red and white chert; contains an impact spherule bed; metamorphosed",,,,,,,,,,,,8,,,,6,,,,3470,2,3470,2,,No,,,1,,No,Approved for DE,No,No,A,WAma,,,,,MIGSDAR,2.02E+13,,No,No
3584,,P_-TKn-sf,4068,Anthiby Formation,1,Siltstone and fine-grained sandstone; minor conglomerate,"The Anthiby Formation is the uppermost, unconformity bound unit of the Turee Creek Group and is approximately 100 m thick in the type section in the closure of the Hardey Syncline on ROCKLEA. The member is also present on HARDEY, where it may be slightly thicker. The Anthiby Formation consists mainly of planar-laminated siltstone interbedded with thin fine- to medium-grained sandstone beds. The basal unconformity is locally marked by a thin pebble lag. The depositional environment of the Anthiby Formation is interpreted to be deltaic to shallow marine, and the age is poorly constrained to between c. 2420 and 2208 Ma.","The Anthiby Formation is restricted to the Hardey Syncline on HARDEY and ROCKLEA, where its distribution is strongly controlled by erosional truncation beneath the Beasley River Quartzite at the base of the Shingle Creek Group.","The Anthiby Formation is named after Anthiby Well (Zone 50, MGA 472750E 7471885N), about 35 km west of the proposed type section and type locality (Zone 50, MGA 507700E 7467770N) in the nose of the Hardey Syncline on ROCKLEA. The formation is about 100 m thick in the type section, where it forms a distinctive unconformity-bound recessive unit below the prominent white quartzite cliffs of the Beasley River Quartzite. A reference section about 2.5 km northwest of the type section (Zone 50, MGA 505520E 7469300N) on the northern limb of the syncline preserves some of the internal lithological detail that is obscured beneath the scree slopes at the type section.",,"The Anthiby Formation consists mainly of planar laminated siltstone with thin interbeds of fine- to medium-grained sandstone that forms an unconformity-bound recessive weathering unit, in which the sandstones define a distinctive ribbed texture on aerial photographs. Sandstone beds are commonly manganiferous and planar laminated to low-angle planar cross-laminated. Locally preserved flute casts record paleocurrent directions towards the west-northwest, whereas cross-lamination records either bipolar north-northwest-south-southeast paleocurrents or unimodal northwesterly paleocurrents (Martin et al., 2000).","The predominantly fine-grained sedimentary rocks of the Anthiby Formation are interpreted to have been deposited in a shallow marginal marine environment, most likely in a delta front to prodelta setting.",,,,"The Anthiby Formation overlies the Kazput, Koolbye and Kungarra Formations on an angular unconformity formed as a result of folding of underlying units during the Ophthalmia Orogeny. This unconformity is very well exposed in the type section (Zone 50, MGA 507700E 7467770N) where it was originally interpreted as a horizontal fault or d&eacute;collement by Horwitz (1980). This unconformity has also been misinterpreted as the basal Beasley River Quartzite unconformity in the past (e.g. Powell and Horwitz, 1994; Thorne et al., 1995; Van Kranendonk et al., 2015), and does not appear to have been recognised by Trendall (1979). A high-angle basal unconformity is also preserved in the closure of the Meteorite Bore Anticline (around Zone 50, MGA 494340E 7467570N). The Anthiby Formation is unconformably overlain by the Beasley River Quartzite. This contact is paraconformable in the core of the Hardey Syncline, west of the type locality, and a low-angle unconformity elsewhere.",,8,,,,4,,,,2420,,2208,,"The age of the Anthiby Formation is poorly constrained, but it is younger than the c. 2420 Ma maximum depositional age of the underlying Meteorite Bore Member (Takehara et al., 2010), and older than c. 2208 Ma Balgara Dolerite sills intruded into the Beasley River Quartzite (M&uuml;ller et al., 2005; Martin and Morris, 2010). However, the apparent truncation of Balgara Dolerite sills intruded into the Kungarra Formation by the basal unconformity (around Zone 50, MGA 487260E 7472440N and at the type locality) suggests that the Anthiby Formation could also be younger than c. 2208 Ma, and hence the age can be interpreted to be c. 2208 Ma. However, field relationships in the vicinity of DMMHAM000244 suggest that the Balgara Dolerite sill below the unconformity in this area cross-cuts the unconformity at the base of the Beasley River Quartzite.",No,,,1,,No,Submitted,No,No,P_,TKn,,,,,MIGSDDM,2.02E+13,,No,No
424,488,E-_ap-xbb-s,411,Antrim Plateau Volcanics,1,"Vesicular, amygdaloidal, and porphyritic basalt and basaltic breccia; minor interbedded conglomerate, sandstone, siltstone, limestone, and localised stromatolitic and laminated chert",,,,,,,,,,,,17,,,Mixed,4,,,,508,2,505,2,,No,,,1,,No,Approved for DE,No,Yes,E,_ap,,,,,MIGSDPH,2.02E+13,,No,No
411,,E-_an-xbb-s,1574,Antrim Plateau Volcanics and Lally Conglomerate,1,Flood basalts with lesser siliciclastic sedimentary rocks,,,,,,,,,,,,8,,,Mixed,2,,,,521,,505,2,"Maximium age constrained by age of Antrim Plateau Volcanics, dated radiometrically at c. 510 Ma. However, volcanic rocks locally overlie small pockets of sandstone and conglomerate and, in Northern Territory, dunefields that must have been unconsolidated at time of extrusion. Maximum age therefore extends slightly below age of Antrim Plateau Volcanics, by inference.",No,,,1,,No,Approved for DE,Yes,Yes,E,_an,,,,,MIGMBCP,2.02E+13,,No,No
1792,,A-WAa-mbas,2274,Apex Basalt,1,Amphibolite schist derived from metabasalt,,,,,,,,,,,,8,,,,5,,,,3459,,3448,,,No,,,11,,No,Approved for DE,No,No,A,WAa,,,,,MIGSDAR,2.02E+13,,No,No
4349,74208,C-WAq-ss,4348,Aquitaine Formation,1,"Texturally mature fine- to coarse-grained sandstone, gradational upwards to siltstone; probably non-marine",,,,,,,,,,,,17,,,,4,,,,323.2,,315.2,,,No,,,1,,No,Approved for DE,No,No,C,WAq,,,,,MIGSDAR,2.01E+13,,No,No
